latitude,longitude,project,city,state,priinvest,pubinvest,totinvest,jobs,tech,company_name,category,public,private
30.43,-84.28,IRA Section 50122A High Efficiency Rebate Program States,,Florida,0,172657670,172657670,0,Other,DEPARTMENT OF AGRICULTURE & CONSUMER SERVICES FLORIDA,All,Yes,No
30.43,-84.28,State Energy Program Grants,,Florida,0,16836920,16836920,0,Other,DEPARTMENT OF AGRICULTURE & CONSUMER SERVICES FLORIDA,All,Yes,No
30.43,-84.28,Weatherization Assistance Program,,Florida,0,93648158,93648158,0,Other,"Economic Opportunity, Florida Department of",All,Yes,No
30.44,-91.17,Four Regional Clean Direct Air Capture Hubs,,Louisiana,0,2999960,2999960,0,Fossil,LOUISIANA STATE UNIVERSITY,All,Yes,No
30.44,-91.17,Energy Efficiency and Conservation Block Grant Program,,Louisiana,0,2149350,2149350,0,Other,STATE OF LOUISIANA DEPARTMENT OF NATURAL RESOURCES,All,Yes,No
30.44,-91.17,IRA Section 50121 Home Energy Whole House Rebates,,Louisiana,0,2500000,2500000,0,Other,STATE OF LOUISIANA DEPARTMENT OF NATURAL RESOURCES,All,Yes,No
30.44,-91.17,IRA Section 50122A High Efficiency Rebate Program States,,Louisiana,0,2500000,2500000,0,Other,STATE OF LOUISIANA DEPARTMENT OF NATURAL RESOURCES,All,Yes,No
30.44,-91.17,State Energy Program Grants,,Louisiana,0,10536350,10536350,0,Other,STATE OF LOUISIANA DEPARTMENT OF NATURAL RESOURCES,All,Yes,No
30.44,-91.17,Weatherization Assistance Program,,Louisiana,0,30993676,30993676,0,Other,Louisiana Housing Corporation,All,Yes,No
30.5,-97.79,Hyliion,Cedar Park,Texas,0,0,0,0,Batteries,Hyliion,All - Manufacturing,No,Yes
30.51,-86.47,Carbon Capture Demonstration Projects Program,,Florida,0,225016,225016,0,Fossil,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Carbon Capture Demonstration Projects Program,,Florida,0,5250000,5250000,0,Fossil,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Carbon Capture Demonstration Projects Program,,Florida,0,575048,575048,0,Fossil,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Carbon Capture Demonstration Projects Program,,Florida,0,234263,234263,0,Fossil,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Carbon Capture Demonstration Projects Program,,Florida,0,205000,205000,0,Fossil,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Carbon Capture Large-Scale Pilot Projects,,Florida,0,3000000,3000000,0,Fossil,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Electric Grid Upgrade Pgm- Ensuring Reliability & Resiliency,,Florida,0,15750000,15750000,0,Grid,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Electric Grid Upgrade Pgm- Ensuring Reliability & Resiliency,,Florida,0,5500000,5500000,0,Grid,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Energy Storage Demonstration Pilot Grant Program,,Florida,0,5500000,5500000,0,Grid,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Long Duration Demonstration Joint Initiative,,Florida,0,5500000,5500000,0,Grid,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,Florida,0,138417,138417,0,Grid,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,Florida,0,3954803,3954803,0,Grid,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,Florida,0,164750,164750,0,Grid,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,Florida,0,5000000,5000000,0,Grid,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Battery Material Processing Grants,,Florida,0,3954803,3954803,0,Batteries,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Implementation Grants for Industrial Research and Assessment Centers,,Florida,0,160000000,160000000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Implementation Grants for Industrial Research and Assessment Centers,,Florida,0,5506732,5506732,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Emissions Demonstration Projects,,Florida,0,5250000,5250000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Emissions Demonstration Projects,,Florida,0,5250000,5250000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Emissions Demonstration Projects,,Florida,0,3000000,3000000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,84418,84418,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,84418,84418,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,2411941,2411941,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,2411941,2411941,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,30474409,30474409,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,30474409,30474409,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,598500,598500,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,598500,598500,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,17100000,17100000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,17100000,17100000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,36566,36566,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,36566,36566,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,1044752,1044752,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,1044752,1044752,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,966604,966604,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,966604,966604,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,138417,138417,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,41875,41875,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,1250000,1250000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,82500,82500,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Industrial Research and Assessment Centers,,Florida,0,1500000,1500000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,IRA Section 30001 Defense Production Act,,Florida,0,750000,750000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,IRA Section 30001 Defense Production Act,,Florida,0,23451,23451,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,IRA Section 30001 Defense Production Act,,Florida,0,79500,79500,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,IRA Section 30001 Defense Production Act,,Florida,0,580500,580500,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,IRA Section 50143 Domestic Manufacturing Grants,,Florida,0,750000,750000,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,IRA Section 50143 Domestic Manufacturing Grants,,Florida,0,23451,23451,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Regional Clean Hydrogen Hubs,,Florida,0,225016,225016,0,Hydrogen,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Regional Clean Hydrogen Hubs,,Florida,0,5250000,5250000,0,Hydrogen,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Regional Clean Hydrogen Hubs,,Florida,0,575048,575048,0,Hydrogen,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Regional Clean Hydrogen Hubs,,Florida,0,15750000,15750000,0,Hydrogen,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Regional Clean Hydrogen Hubs,,Florida,0,234263,234263,0,Hydrogen,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Regional Clean Hydrogen Hubs,,Florida,0,138417,138417,0,Hydrogen,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,Regional Clean Hydrogen Hubs,,Florida,0,3954803,3954803,0,Hydrogen,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,State Manufacturing Leadership,,Florida,0,444686,444686,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,State Manufacturing Leadership,,Florida,0,12705314,12705314,0,Other,"DEFENSEWERX, INC.",All - Manufacturing,Yes,No
30.51,-86.47,ARDP,,Florida,0,205000,205000,0,Nuclear,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,ARDP,,Florida,0,3000000,3000000,0,Nuclear,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Clean Hydrogen Electrolysis Program,,Florida,0,15750000,15750000,0,Hydrogen,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Clean Hydrogen Electrolysis Program,,Florida,0,1000000,1000000,0,Hydrogen,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Energy Efficiency and Conservation Block Grant Program,,Florida,0,33502,33502,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Energy Efficiency and Conservation Block Grant Program,,Florida,0,1000000,1000000,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Energy Efficiency and Conservation Block Grant Program,,Florida,0,198333,198333,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Energy Efficiency and Conservation Block Grant Program,,Florida,0,5666667,5666667,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Energy Improvement in Rural and Remote Areas,,Florida,0,5250000,5250000,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Energy Improvement in Rural and Remote Areas,,Florida,0,15750000,15750000,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Energy Improvement in Rural and Remote Areas,,Florida,0,3000000,3000000,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,IRA Section 50131b Building Energy Code,,Florida,0,7451285,7451285,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,IRA Section 50131b Building Energy Code,,Florida,0,49212000,49212000,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,IRA Section 50131c Zero Energy Code,,Florida,0,7451285,7451285,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,IRA Section 50131c Zero Energy Code,,Florida,0,187336715,187336715,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.51,-86.47,Rural and Municipal Utility Adv Cybersecurity Ass Sec. 40124,,Florida,0,45000,45000,0,Other,"DEFENSEWERX, INC.",All,Yes,No
30.6,-96.29,Solcatalyst/Panasol,College Station,Texas,0,0,0,38,Solar,Solcatalyst/Panasol,All - Manufacturing,No,Yes
30.6,-97.4,Moment Energy,Taylor,Texas,20000000,0,20000000,200,Batteries,Moment Energy,All - Manufacturing,No,Yes
30.6,-97.7,GAF Energy,Georgetown,Texas,0,0,0,260,Solar,GAF Energy,All - Manufacturing,No,Yes
30.6,-96.31,Industrial Research and Assessment Centers,,Texas,0,3750000,3750000,0,Other,TEXAS A&M ENGINEERING EXPERIMENT STATION,All - Manufacturing,Yes,No
30.69,-96.48,HyrogenPro,N/A,Texas,50000000,0,50000000,0,Hydrogen,HyrogenPro,All - Manufacturing,No,Yes
30.72,-88.05,Energy Efficiency and Conservation Block Grant Program,,Alabama,0,229820,229820,0,Other,"MOBILE, CITY OF",All,Yes,No
30.75,-86.57,Energy Efficiency and Conservation Block Grant Program,,Florida,0,238090,238090,0,Other,COUNTY OF OKALOOSA,All,Yes,No
30.78,-89.13,Industrial Research and Assessment Centers,,Mississippi,0,2000000,2000000,0,Other,Mississippi Gulf Coast Community College,All - Manufacturing,Yes,No
30.89,-92.5,Edison Chouest Offshore,,Louisiana,0,0,0,0,Offshore Wind,Edison Chouest Offshore,All - Manufacturing,No,Yes
30.89,-92.5,Edison Chouest Offshore,,Louisiana,0,0,0,0,Offshore Wind,Edison Chouest Offshore,All - Manufacturing,No,Yes
31,-75.5,JR Energy Solution / Enevate,,Unreported,0,0,0,0,Batteries,JR Energy Solution / Enevate,All - Manufacturing,No,Yes
31,-75.5,Sicona Battery Technologies,,Unreported,0,0,0,0,Batteries,Sicona Battery Technologies,All - Manufacturing,No,Yes
31,-75.5,Wildcat Discovery Technologies,,Unreported,0,0,0,0,Batteries,Wildcat Discovery Technologies,All - Manufacturing,No,Yes
31,-75.5,Peak Energy,,Unreported,0,0,0,0,Batteries,Peak Energy,All - Manufacturing,No,Yes
31,-75.5,Sylvatex,Alameda,California,2000000,0,2000000,0,Batteries,Sylvatex,All - Manufacturing,No,Yes
31,-75.5,Addionics,,Unreported,120000000,0,120000000,0,Batteries,Addionics,All - Manufacturing,No,Yes
31,-75.5,Nano Nuclear & LIS Technologies,,Unreported,2000000,0,2000000,0,Nuclear,Nano Nuclear & LIS Technologies,All - Manufacturing,No,Yes
31,-75.5,"Maersk Supply Service, Edison Chouest Offshore",,Unreported,0,0,0,0,Offshore Wind,"Maersk Supply Service, Edison Chouest Offshore",All - Manufacturing,No,Yes
31,-75.5,"Maersk Supply Service, Edison Chouest Offshore",,Unreported,0,0,0,0,Offshore Wind,"Maersk Supply Service, Edison Chouest Offshore",All - Manufacturing,No,Yes
31,-75.5,"Maersk Supply Service, Edison Chouest Offshore",,Unreported,0,0,0,0,Offshore Wind,"Maersk Supply Service, Edison Chouest Offshore",All - Manufacturing,No,Yes
31,-75.5,"Maersk Supply Service, Edison Chouest Offshore",,Unreported,0,0,0,0,Offshore Wind,"Maersk Supply Service, Edison Chouest Offshore",All - Manufacturing,No,Yes
31,-75.5,Patriot Offshore Maritime Services,,Unreported,0,0,0,0,Offshore Wind,Patriot Offshore Maritime Services,All - Manufacturing,No,Yes
31,-75.5,"Kalypso, Royal IHC",,Unreported,240000000,0,240000000,0,Offshore Wind,"Kalypso, Royal IHC",All - Manufacturing,No,Yes
31,-75.5,HB Fuller,Grand Rapids,Michigan,0,0,0,0,Solar,HB Fuller,All - Manufacturing,No,Yes
31,-75.5,Astroenergy,,Unreported,0,0,0,0,Solar,Astroenergy,All - Manufacturing,No,Yes
31,-75.5,Endurans Solar,,Unreported,0,0,0,0,Solar,Endurans Solar,All - Manufacturing,No,Yes
31,-75.5,Energate (AE Solar),,Unreported,0,0,0,0,Solar,Energate (AE Solar),All - Manufacturing,No,Yes
31,-75.5,Energate (AE Solar),,Unreported,0,0,0,0,Solar,Energate (AE Solar),All - Manufacturing,No,Yes
31,-75.5,Enteligent,,Unreported,0,0,0,0,Solar,Enteligent,All - Manufacturing,No,Yes
31,-75.5,GameChange Solar,,Unreported,0,0,0,0,Solar,GameChange Solar,All - Manufacturing,No,Yes
31,-75.5,GameChange Solar,,Unreported,0,0,0,0,Solar,GameChange Solar,All - Manufacturing,No,Yes
31,-75.5,K2 Systems,,Unreported,0,0,0,0,Solar,K2 Systems,All - Manufacturing,No,Yes
31,-75.5,Navitas USA by Colby,,Unreported,0,0,0,0,Solar,Navitas USA by Colby,All - Manufacturing,No,Yes
31,-75.5,NexWafe,,Unreported,0,0,0,0,Solar,NexWafe,All - Manufacturing,No,Yes
31,-75.5,Saatvik,,Unreported,0,0,0,0,Solar,Saatvik,All - Manufacturing,No,Yes
31,-75.5,Soltec,,Unreported,0,0,0,0,Solar,Soltec,All - Manufacturing,No,Yes
31,-75.5,SPI Energy/Solar4America,,Unreported,0,0,0,0,Solar,SPI Energy/Solar4America,All - Manufacturing,No,Yes
31,-75.5,SPI Energy/Solar4America,,Unreported,0,0,0,0,Solar,SPI Energy/Solar4America,All - Manufacturing,No,Yes
31,-75.5,Talon PV,,Unreported,0,0,0,0,Solar,Talon PV,All - Manufacturing,No,Yes
31,-75.5,Thornova (Sunova),,Unreported,0,0,0,0,Solar,Thornova (Sunova),All - Manufacturing,No,Yes
31,-75.5,Trina,,Unreported,0,0,0,0,Solar,Trina,All - Manufacturing,No,Yes
31,-75.5,VSUN (Toyo),,Unreported,0,0,0,0,Solar,VSUN (Toyo),All - Manufacturing,No,Yes
31,-75.5,VSUN (Toyo),,Unreported,0,0,0,0,Solar,VSUN (Toyo),All - Manufacturing,No,Yes
31,-75.5,Waaree Energies,,Unreported,0,0,0,0,Solar,Waaree Energies,All - Manufacturing,No,Yes
31,-75.5,EliTe Solar,,Unreported,0,0,0,0,Solar,EliTe Solar,All - Manufacturing,No,Yes
31,-75.5,GameChange Solar,,Unreported,0,0,0,0,Solar,GameChange Solar,All - Manufacturing,No,Yes
31,-75.5,Reliance,,Unreported,0,0,0,0,Solar,Reliance,All - Manufacturing,No,Yes
31,-75.5,Sun Pacific/PT.IDN Solar Tech,,Unreported,0,0,0,0,Solar,Sun Pacific/PT.IDN Solar Tech,All - Manufacturing,No,Yes
31,-75.5,Linton Crystal,,Unreported,10000000,0,10000000,0,Solar,Linton Crystal,All - Manufacturing,No,Yes
31,-75.5,VSUN (Toyo),,Unreported,100000000,0,100000000,0,Solar,VSUN (Toyo),All - Manufacturing,No,Yes
31,-75.5,Dow Chemical,,Unreported,195000000,0,195000000,64,Batteries,Dow Chemical,All - Manufacturing,No,Yes
31,-75.5,SMA Solar,,Unreported,0,0,0,200,Solar,SMA Solar,All - Manufacturing,No,Yes
31,-75.5,NewCo,St. Louis area,Missouri,100000000,0,100000000,250,Solar,NewCo,All - Manufacturing,No,Yes
31,-75.5,Mitrex Solar,,Unreported,343000000,0,343000000,250,Solar,Mitrex Solar,All - Manufacturing,No,Yes
31,-75.5,Coulomb Solutions Inc.,,Unreported,0,0,0,300,Batteries,Coulomb Solutions Inc.,All - Manufacturing,No,Yes
31,-75.5,Sun Solar,,Unreported,20000000,0,20000000,300,Solar,Sun Solar,All - Manufacturing,No,Yes
31,-75.5,Convalt Energy,,Unreported,6250000,0,6250000,378,Solar,Convalt Energy,All - Manufacturing,No,Yes
31,-75.5,USFR,,Unreported,700000000,0,700000000,500,Offshore Wind,USFR,All - Manufacturing,No,Yes
31,-75.5,Power Electronics,,Unreported,328000000,0,328000000,600,Solar,Power Electronics,All - Manufacturing,No,Yes
31,-75.5,DYCM Power,,Unreported,800000000,0,800000000,1500,Solar,DYCM Power,All - Manufacturing,No,Yes
31,-75.5,"VSK (Vikram, Phalanx, Das & Co)",,Unreported,1250000000,0,1250000000,1500,Solar,"VSK (Vikram, Phalanx, Das & Co)",All - Manufacturing,No,Yes
31,-75.5,Translucent Energy / Akcome,,Unreported,0,0,0,2000,Solar,Translucent Energy / Akcome,All - Manufacturing,No,Yes
31.09,-88.01,Four Regional Clean Direct Air Capture Hubs,,Alabama,0,10242232,10242232,0,Fossil,SOUTHERN STATES ENERGY BOARD,All,Yes,No
31.09,-97.34,Energy Efficiency and Conservation Block Grant Program,,Texas,0,140420,140420,0,Other,CITY OF TEMPLE,All,Yes,No
31.09,-88.01,Energy Efficiency and Conservation Block Grant Program,,Alabama,0,1100000,1100000,0,Other,MOWA CHOCTAW HOUSING AUTHORITY,All,Yes,No
31.1,-97.4,Lock Joint Tube (Array Technologies),Temple,Texas,0,0,0,0,Solar,Lock Joint Tube (Array Technologies),All - Manufacturing,No,Yes
31.19,-82,Full Circle Lithium,Nahunta,Georgia,0,0,0,0,Batteries,Full Circle Lithium,All - Manufacturing,No,Yes
31.5,-110.7,South32,Patagonia,Arizona,166000000,0,166000000,240,Batteries,South32,All - Manufacturing,No,Yes
31.6,-94.65,Hydroelectric Production Incentives,,Texas,0,1000000,1000000,0,Hydroelectric,EAST TEXAS ELECTRIC COOPERATIVE INC,All,Yes,No
31.75,-106.48,Energy Efficiency and Conservation Block Grant Program,,Texas,0,595490,595490,0,Other,City of El Paso,All,Yes,No
31.8,-81.29,Seohan Auto USA,Midway,Georgia,72000000,0,72000000,180,Electric Vehicles,Seohan Auto USA,All - Manufacturing,No,Yes
31.89,-81.4,Hyundai Mobis,Richmond Hill,Georgia,926000000,0,926000000,300,Electric Vehicles,Hyundai Mobis,All - Manufacturing,No,Yes
31.89,-106.7,Hota Industrial Manufacturing,Santa Teresa,New Mexico,99000000,0,99000000,350,Electric Vehicles,Hota Industrial Manufacturing,All - Manufacturing,No,Yes
32,-106.59,WTEC Energy Corp,Chamberino,New Mexico,22100000,0,22100000,315,Land-Based Wind,WTEC Energy Corp,All - Manufacturing,No,Yes
32,-102.09,Energy Efficiency and Conservation Block Grant Program,,Texas,0,180140,180140,0,Other,CITY OF MIDLAND,All,Yes,No
32.05,-81.1,Energy Efficiency and Conservation Block Grant Program,,Georgia,0,199050,199050,0,Other,"Savannah, City Of",All,Yes,No
32.1,-110.9,Ampcera,Tucson,Arizona,0,0,0,0,Batteries,Ampcera,All - Manufacturing,No,Yes
32.1,-110.9,Sion Power,Tucson,Arizona,0,0,0,150,Batteries,Sion Power,All - Manufacturing,No,Yes
32.1,-84.2,NanoPV,Americus,Georgia,135000000,0,135000000,500,Solar,NanoPV,All - Manufacturing,No,Yes
